hierarchy;id_category;prazo
22129 - Saúde e Beleza/Barbearia/Barbeadores;22129;7 - 30
22135 - Casa, Cozinha e Decoração/Artigos para Cama/Acessórios de Cama;22135;7 - 30
22136 - Casa, Cozinha e Decoração/Artigos para Cama/Jogos de Lençol;22136;7 - 30
26900 - Alimentos e Bebidas/Ingredientes para Cozinhar/Óleos;26900;7 - 30
22141 - Casa, Cozinha e Decoração/Artigos para Cama/Cobertores e Edredons;22141;7 - 30
22142 - Casa, Cozinha e Decoração/Artigos para Cama/Tampas e Protetores;22142;7 - 30
22144 - Casa, Cozinha e Decoração/Artigos para Cama/Outros;22144;7 - 30
22145 - Casa, Cozinha e Decoração/Artigos para Cama/Almofadas e Travesseiros;22145;7 - 30
26903 - Alimentos e Bebidas/Ingredientes para Cozinhar/Adoçantes;26903;7 - 30
22159 - Casa, Cozinha e Decoração/Móveis/Móveis de Quarto;22159;7 - 30
24879 - Esporte e Lazer/Moda Esportiva/Tops Masculinos;24879;7 - 30
22163 - Casa, Cozinha e Decoração/Móveis/Móveis de Cozinha e Jantar;22163;7 - 30
22166 - Casa, Cozinha e Decoração/Móveis/Móveis de Sala;22166;7 - 30
27030 - Áudio, Eletrônicos e Câmeras/Áudio/Outros;27030;7 - 30
22172 - Casa, Cozinha e Decoração/Móveis/Outros;22172;7 - 30
22174 - Casa, Cozinha e Decoração/Jardins e Área Externa/Ferramentas para Jardim;22174;7 - 30
22175 - Casa, Cozinha e Decoração/Jardins e Área Externa/Móveis para Jardim;22175;7 - 30
22177 - Casa, Cozinha e Decoração/Decoração/Flores e Plantas Artificiais;22177;7 - 30
26907 - Alimentos e Bebidas/Ingredientes para Cozinhar/Farinha para Empanar;26907;7 - 30
22181 - Informática/Acessórios para PC/Baterias;22181;7 - 30
22184 - Informática/Componentes para Computadores/Carregadores e Fonte de Alimentação;22184;7 - 30
22186 - Casa, Cozinha e Decoração/Decoração/Velas e Castiçais;22186;7 - 30
22188 - Casa, Cozinha e Decoração/Decoração/Relógios de Parede;22188;7 - 30
22189 - Casa, Cozinha e Decoração/Decoração/Cortinas;22189;7 - 30
22192 - Informática/Acessórios para PC/Ferramentas de Desenho;22192;7 - 30
22193 - Informática/Acessórios para PC/Acessórios de Mac;22193;7 - 30
22194 - Informática/Acessórios para PC/Outros;22194;7 - 30
22195 - Informática/Componentes para Computadores/Capas para computador;22195;7 - 30
22196 - Casa, Cozinha e Decoração/Decoração/Espelhos e Papel de Parede;22196;7 - 30
24245 - Bebês e Crianças/Fraldas e Penicos/Outros;24245;7 - 30
22198 - Casa, Cozinha e Decoração/Decoração/Tapetes;22198;7 - 30
26911 - Alimentos e Bebidas/Necessidades para Cozimento/Farinha;26911;7 - 30
22205 - Informática/Componentes para Computadores/Ventiladores e Dissipadores de Calor;22205;7 - 30
22206 - Informática/Componentes para Computadores/Placas Gráficas;22206;7 - 30
22207 - Informática/Componentes para Computadores/Placas-mãe;22207;7 - 30
22208 - Informática/Componentes para Computadores/Outros;22208;7 - 30
22209 - Informática/Componentes para Computadores/CPU;22209;7 - 30
22210 - Informática/Componentes para Computadores/RAM;22210;7 - 30
22211 - Informática/Componentes para Computadores/Software;22211;7 - 30
22217 - Casa, Cozinha e Decoração/Fechaduras, Travas e Cadeados/Fechaduras;22217;7 - 30
22219 - Informática/PCs e Acessórios/All-in-one;22219;7 - 30
22220 - Informática/PCs e Acessórios/DIY Desktops e Mini PCs;22220;7 - 30
26914 - Alimentos e Bebidas/Café da Manhã/Mel e Xarope de Bordo;26914;7 - 30
22222 - Casa, Cozinha e Decoração/Organização e Armazenamento Doméstico/Organizadores de Roupas;22222;7 - 30
22223 - Informática/PCs e Acessórios/PC Gamer;22223;7 - 30
22227 - Informática/PCs e Acessórios/Acessórios de PCs;22227;7 - 30
26859 - Livros e Revistas/Livros/Educação e Escola;26859;7 - 30
26916 - Alimentos e Bebidas/Café da Manhã/Cereais, Granola e Aveias;26916;7 - 30
24282 - Informática/Acessórios para PC/Dispositivos USB;24282;7 - 30
24283 - Informática/Acessórios para PC/Mouse & Teclados;24283;7 - 30
24284 - Informática/Acessórios para PC/Monitores & Acessório;24284;7 - 30
22237 - Casa, Cozinha e Decoração/Organização e Armazenamento Doméstico/Armários de Armazenamento;22237;7 - 30
24286 - Celulares e Acessórios/Jogos para Celular/Outros;24286;7 - 30
26917 - Alimentos e Bebidas/Bebidas/Café;26917;7 - 30
24289 - Celulares e Acessórios/Jogos para Celular/Controles;24289;7 - 30
24293 - Informática/Notebooks e Acessórios/Bolsas para Notebook;24293;7 - 30
24295 - Acessórios para Veículos/Limpeza e Manutenção/Conserto de Janela;24295;7 - 30
24296 - Acessórios para Veículos/Limpeza e Manutenção/Limpeza automotiva;24296;7 - 30
24297 - Acessórios para Veículos/Limpeza e Manutenção/Removedor de Ferrugem;24297;7 - 30
24298 - Acessórios para Veículos/Limpeza e Manutenção/Pintura automotiva;24298;7 - 30
24299 - Acessórios para Veículos/Limpeza e Manutenção/Polimento automotivo;24299;7 - 30
24300 - Acessórios para Veículos/Limpeza e Manutenção/Pistola d'água e Snow Foam;24300;7 - 30
22253 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Cabide e Varal de Roupas;22253;7 - 30
22255 - Informática/Notebooks e Acessórios/Notebook 2 em 1;22255;7 - 30
22257 - Informática/Notebooks e Acessórios/Notebook Gamer;22257;7 - 30
22259 - Informática/Notebooks e Acessórios/Macbooks;22259;7 - 30
22260 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Lixeira;22260;7 - 30
26921 - Alimentos e Bebidas/Bebidas/Água;26921;7 - 30
22264 - Casa, Cozinha e Decoração/Artigos para Cozinha/Forno;22264;7 - 30
22266 - Informática/Notebooks e Acessórios/Laptops Tradicionais;22266;7 - 30
22268 - Casa, Cozinha e Decoração/Iluminação/Iluminação do Banheiro;22268;7 - 30
26923 - Alimentos e Bebidas/Bebidas/Xaropes;26923;7 - 30
22276 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Inseticidas e Repelentes;22276;7 - 30
22278 - Informática/Equipamentos e Componentes de Rede/Adaptadores & Conversores;22278;7 - 30
22280 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Ferros de Passar Roupa;22280;7 - 30
26924 - Alimentos e Bebidas/Bebidas/Refrigerantes e Bebidas Gaseificadas;26924;7 - 30
22284 - Informática/Equipamentos e Componentes de Rede/Cabos;22284;7 - 30
26925 - Alimentos e Bebidas/Bebidas/Bebidas em Pó;26925;7 - 30
22288 - Informática/Equipamentos e Componentes de Rede/Roteadores;22288;7 - 30
22289 - Informática/Equipamentos e Componentes de Rede/Outros;22289;7 - 30
26861 - Livros e Revistas/Livros/Música;26861;7 - 30
26926 - Alimentos e Bebidas/Bebidas/Bebidas Tradicionais e à Base de Plantas;26926;7 - 30
22294 - Informática/Outros/Outros;22294;7 - 30
22297 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Cestos e Sacos de Roupa;22297;7 - 30
26927 - Alimentos e Bebidas/Bebidas/Coberturas para Bebidas;26927;7 - 30
22300 - Informática/Acessórios Eletrônicos para Escritório/Tinta de Impressora;22300;7 - 30
22302 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Produtos de Lavanderia;22302;7 - 30
26928 - Alimentos e Bebidas/Bebidas/Leite Não Lacteo;26928;7 - 30
22306 - Informática/Acessórios Eletrônicos para Escritório/Outros;22306;7 - 30
22307 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Outros;22307;7 - 30
22308 - Informática/Acessórios Eletrônicos para Escritório/Impressoras;22308;7 - 30
22310 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Produtos de Papel;22310;7 - 30
26929 - Alimentos e Bebidas/Laticínios e Ovos/Leite;26929;7 - 30
22312 - Informática/Acessórios Eletrônicos para Escritório/Scanners;22312;7 - 30
23111 - Esporte e Lazer/Tênis/Raquetes e Bolas de Tênis;23111;7 - 30
22315 - Roupas Femininas/Vestidos/Vestidos;22315;7 - 30
26930 - Alimentos e Bebidas/Laticínios e Ovos/Iogurte e Leite Cultivado;26930;7 - 30
22318 - Informática/Armazenamento e Discos Rígidos/HD Externos;22318;7 - 30
22319 - Informática/Armazenamento e Discos Rígidos/HD Internos;22319;7 - 30
22320 - Informática/Armazenamento e Discos Rígidos/Cartões de Memória;22320;7 - 30
22321 - Informática/Armazenamento e Discos Rígidos/Pen Drives;22321;7 - 30
22322 - Informática/Armazenamento e Discos Rígidos/Outros;22322;7 - 30
26931 - Alimentos e Bebidas/Laticínios e Ovos/Cremes;26931;7 - 30
22324 - Casa, Cozinha e Decoração/Artigos para Cozinha/Potes e Frascos;22324;7 - 30
22326 - Bebês e Crianças/Roupas para Bebês/Calça de Bebê;22326;7 - 30
22327 - Informática/Armazenamento e Discos Rígidos/Drives de Estado Sólido;22327;7 - 30
26932 - Alimentos e Bebidas/Laticínios e Ovos/Manteiga e Margarina;26932;7 - 30
22330 - Casa, Cozinha e Decoração/Artigos para Cozinha/Vasilhas & Vasos;22330;7 - 30
22907 - Eletros e Portáteis/Eletrodomésticos/Geladeiras;22907;7 - 30
22332 - Bebês e Crianças/Outros/Outros;22332;7 - 30
22334 - Bebês e Crianças/Roupas para Gestantes/Calça, Legging e Macacão;22334;7 - 30
22335 - Casa, Cozinha e Decoração/Artigos para Cozinha/Panelas;22335;7 - 30
22337 - Bebês e Crianças/Artigos de Maternidade/Suporte Abdominal;22337;7 - 30
22339 - Bebês e Crianças/Roupas para Meninas/Vestido Infantil;22339;7 - 30
22341 - Bebês e Crianças/Artigos para Alimentação e Amamentação/Babadores;22341;7 - 30
24390 - Bebês e Crianças/Calçados/Sapatos de Menina;24390;7 - 30
24391 - Bebês e Crianças/Calçados/Sapatos de Meninos;24391;7 - 30
22345 - Bebês e Crianças/Roupas para Meninos/Casacos para Meninnos;22345;7 - 30
22346 - Casa, Cozinha e Decoração/Artigos para Cozinha/Armazenamento e Dispensadores de Alimentos;22346;7 - 30
22348 - Bebês e Crianças/Artigos de Bebê para Banho/Acessórios de Banho;22348;7 - 30
22349 - Casa, Cozinha e Decoração/Artigos para Cozinha/Utensílios de Cozinha;22349;7 - 30
22351 - Bebês e Crianças/Quarto do Bebê/Segurança para Bebé;22351;7 - 30
22352 - Casa, Cozinha e Decoração/Artigos para Cozinha/Facas e Afiadores;22352;7 - 30
22353 - Casa, Cozinha e Decoração/Artigos para Cozinha/Outras;22353;7 - 30
22354 - Casa, Cozinha e Decoração/Artigos para Cozinha/Organizadores de Armazenamento;22354;7 - 30
22355 - Casa, Cozinha e Decoração/Artigos para Cozinha/Talheres;22355;7 - 30
22356 - Casa, Cozinha e Decoração/Artigos para Cozinha/Frascos Térmicos e Containers;22356;7 - 30
22361 - Acessórios de Moda/Cintos/Cinto Masculino;22361;7 - 30
22362 - Acessórios de Moda/Cintos/Outros;22362;7 - 30
22363 - Acessórios de Moda/Cintos/Cinto Feminino;22363;7 - 30
22365 - Roupas Femininas/Casacos/Blazers;22365;7 - 30
22367 - Acessórios de Moda/Óculos/Óculos;22367;7 - 30
22368 - Casa, Cozinha e Decoração/Iluminação/Luminária de Teto;22368;7 - 30
22369 - Bebês e Crianças/Acessórios/Chapéus e Bonés;22369;7 - 30
22370 - Acessórios de Moda/Óculos/Outros;22370;7 - 30
22373 - Acessórios de Moda/Óculos/Óculos de Sol;22373;7 - 30
24422 - Informática/Notebooks e Acessórios/Carregador para Notebook;24422;7 - 30
24423 - Informática/Notebooks e Acessórios/Cooler para Notebook;24423;7 - 30
24424 - Informática/Notebooks e Acessórios/Mesa e Suporte para Notebook;24424;7 - 30
24425 - Informática/Notebooks e Acessórios/Dock Station;24425;7 - 30
24426 - Informática/Notebooks e Acessórios/Capas para Notebooks e Tablets;24426;7 - 30
22379 - Bebês e Crianças/Acessórios/Jóias;22379;7 - 30
24428 - Informática/Acessórios Eletrônicos para Escritório/Acessórios de Impressora;24428;7 - 30
24429 - Informática/Acessórios Eletrônicos para Escritório/Calculadoras;24429;7 - 30
24430 - Informática/Acessórios Eletrônicos para Escritório/Cortador de papel;24430;7 - 30
22383 - Bebês e Crianças/Acessórios/Acessórios de Cabelo;22383;7 - 30
22384 - Casa, Cozinha e Decoração/Iluminação/Iluminação e Componentes;22384;7 - 30
22385 - Bebês e Crianças/Acessórios/Outros;22385;7 - 30
22388 - Bebês e Crianças/Acessórios/Capa de Chuva;22388;7 - 30
22389 - Casa, Cozinha e Decoração/Iluminação/Outras;22389;7 - 30
22390 - Bebês e Crianças/Acessórios/Lenços;22390;7 - 30
22234 - Casa, Cozinha e Decoração/Organização e Armazenamento Doméstico/Outras;22234;7 - 30
22392 - Casa, Cozinha e Decoração/Iluminação/Iluminação Externa;22392;7 - 30
22394 - Acessórios de Moda/Acessórios de Cabelo/Tiara, Faixa e Acessórios de Cabelo;22394;7 - 30
22395 - Roupas Femininas/Casacos/Cardigan Feminino;22395;7 - 30
22396 - Casa, Cozinha e Decoração/Iluminação/Iluminação de Especialidade;22396;7 - 30
22397 - Roupas Femininas/Casacos/Capa de Chuva;22397;7 - 30
22398 - Acessórios de Moda/Acessórios de Cabelo/Grampos de Cabelo;22398;7 - 30
22399 - Roupas Femininas/Casacos/Outros;22399;7 - 30
22400 - Acessórios de Moda/Acessórios de Cabelo/Elásticos de Cabelo;22400;7 - 30
22401 - Acessórios de Moda/Acessórios de Cabelo/Outros;22401;7 - 30
22402 - Casa, Cozinha e Decoração/Iluminação/Abajur;22402;7 - 30
22403 - Acessórios de Moda/Acessórios de Cabelo/Perucas & Extensões;22403;7 - 30
22404 - Casa, Cozinha e Decoração/Iluminação/Luminárias e Arandelas de Parede;22404;7 - 30
26933 - Alimentos e Bebidas/Laticínios e Ovos/Queijo e Queijo em Pó;26933;7 - 30
22407 - Acessórios de Moda/Chapéus e Bonés/Gorros;22407;7 - 30
22409 - Roupas Femininas/Outros/Outros;22409;7 - 30
22410 - Acessórios de Moda/Chapéus e Bonés/Bonés;22410;7 - 30
22411 - Acessórios de Moda/Chapéus e Bonés/Chapéus;22411;7 - 30
22412 - Acessórios de Moda/Chapéus e Bonés/Outros;22412;7 - 30
22414 - Acessórios de Moda/Mais Acessórios/Gravata Borboleta e Gravata;22414;7 - 30
22415 - Acessórios de Moda/Mais Acessórios/Corpete;22415;7 - 30
22419 - Casa, Cozinha e Decoração/Outros/Outros;22419;7 - 30
22420 - Acessórios de Moda/Mais Acessórios/Outros;22420;7 - 30
22169 - Casa, Cozinha e Decoração/Móveis/Móveis de Escritório;22169;7 - 30
22424 - Casa, Cozinha e Decoração/Segurança e Vigilância/CCTV e IP Câmera;22424;7 - 30
22425 - Casa, Cozinha e Decoração/Segurança e Vigilância/Sensores e Alarmes;22425;7 - 30
22427 - Roupas Femininas/Calças e Shorts/Calça Feminina;22427;7 - 30
22429 - Roupas Femininas/Macaquinhos e Macacões/Body;22429;7 - 30
22431 - Casa, Cozinha e Decoração/Segurança e Vigilância/Outras;22431;7 - 30
22432 - Roupas Femininas/Calças e Shorts/Bermudas;22432;7 - 30
22433 - Roupas Femininas/Calças e Shorts/Calça Legging Feminina;22433;7 - 30
22434 - Roupas Femininas/Calças e Shorts/Outras;22434;7 - 30
22437 - Casa, Cozinha e Decoração/Artigos para Banheiro/Acessórios de Banheiro;22437;7 - 30
22513 - Roupas Femininas/Conjuntos/Conjunto de Casal;22513;7 - 30
26866 - Alimentos e Bebidas/Outros/Outros;26866;7 - 30
22443 - Casa, Cozinha e Decoração/Artigos para Banheiro/Cortinas para Box;22443;7 - 30
22444 - Casa, Cozinha e Decoração/Artigos para Banheiro/Armazenamento e Prateleiras;22444;7 - 30
22445 - Casa, Cozinha e Decoração/Artigos para Banheiro/Toalhas de Piso, Toalhas e Roupões;22445;7 - 30
22446 - Casa, Cozinha e Decoração/Artigos para Banheiro/Outros;22446;7 - 30
22515 - Jóias e Relógios/Artigos de Joalheria/Colares;22515;7 - 30
22452 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Baterias;22452;7 - 30
22453 - Roupas Femininas/Macaquinhos e Macacões/Macacões;22453;7 - 30
22454 - Roupas Femininas/Macaquinhos e Macacões/Macaquinhos;22454;7 - 30
22455 - Roupas Femininas/Macaquinhos e Macacões/Outras;22455;7 - 30
22456 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Ferramentas DIY;22456;7 - 30
22459 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Segurança contra Incêndios;22459;7 - 30
22462 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Ganchos, Fitas e Adesivos;22462;7 - 30
22517 - Jóias e Relógios/Artigos de Joalheria/Outros;22517;7 - 30
23116 - Bolsas/Bolsas Masculinas e Carteiras/Bolsa Transversal;23116;7 - 30
22466 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Escadas e Mesa de Trabalho;22466;7 - 30
22467 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Ferramenta de Medição e Nivelamento;22467;7 - 30
22471 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Outras;22471;7 - 30
22473 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Tintas e Acessórios de Pintura;22473;7 - 30
22519 - Jóias e Relógios/Artigos de Joalheria/Anéis;22519;7 - 30
22478 - Roupas Femininas/Meias e Meias-Calças/Meias;22478;7 - 30
22480 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Equipamentos de Banheiro;22480;7 - 30
22481 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Ferramentas Elétricas;22481;7 - 30
22912 - Eletros e Portáteis/Eletrodomésticos/Purificadores de Água;22912;7 - 30
22483 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Tampa da Lâmpada e Toldo;22483;7 - 30
22484 - Casa, Cozinha e Decoração/Ferramentas e Artigos Diversos para a Casa/Ferramenta de Armazenamento e Estantes;22484;7 - 30
26958 - Video Games/Jogos/Playstation;26958;7 - 30
22486 - Roupas Femininas/Saias/Saias;22486;7 - 30
22503 - Jóias e Relógios/Artigos de Joalheria/Tornozeleiras;22503;7 - 30
22491 - Roupas Femininas/Roupas Esportivas e de Praia/Roupa de Esporte;22491;7 - 30
22493 - Roupas Femininas/Roupas Esportivas e de Praia/Roupa de Praia;22493;7 - 30
22495 - Roupas Femininas/Roupas Esportivas e de Praia/Biquínis e Maiôs;22495;7 - 30
22498 - Roupas Femininas/Roupas Esportivas e de Praia/Outras;22498;7 - 30
26961 - Video Games/Jogos/PC;26961;7 - 30
22505 - Roupas Femininas/Conjuntos/Roupa de Lazer;22505;7 - 30
27303 - Alimentos e Bebidas/Bebidas Alcoólicas/Outros;27303;7 - 30
22508 - Jóias e Relógios/Artigos de Joalheria/Pulseiras e Braceletes;22508;7 - 30
26962 - Video Games/Jogos/Outros;26962;7 - 30
22512 - Jóias e Relógios/Artigos de Joalheria/Broches;22512;7 - 30
27304 - Alimentos e Bebidas/Bebidas Alcoólicas/Cervejas & Cidras;27304;7 - 30
22514 - Jóias e Relógios/Artigos de Joalheria/Brincos;22514;7 - 30
26963 - Saúde e Beleza/Cuidados com o Cabelo/Condicionador;26963;7 - 30
22245 - Casa, Cozinha e Decoração/Materiais de Limpeza e Lavanderia/Vassouras e Esfregões;22245;7 - 30
22518 - Roupas Femininas/Conjuntos/Conjunto de Família;22518;7 - 30
27305 - Alimentos e Bebidas/Bebidas Alcoólicas/Vinhos & Champagne;27305;7 - 30
22523 - Roupas Femininas/Conjuntos/Roupa Formal;22523;7 - 30
23118 - Bolsas/Bolsas Masculinas e Carteiras/Bolsa Carteiro;23118;7 - 30
27306 - Alimentos e Bebidas/Bebidas Alcoólicas/Destilados & Licores;27306;7 - 30
22526 - Jóias e Relógios/Acessórios para Relógios/Display e Armazenamento;22526;7 - 30
